    Finished release [optimized] target(s) in 0.00s
     Running `target/release/shortest-path-server`
4,2,10930,2,2
7,9,10249,4,5
65536,32768,11017,4280,7378
5,4,10531,11,4
4,2,10227,2,2
7,9,10196,2,4
65536,32768,11071,3784,8136
5,4,10537,2,5
4,2,10421,2,2
7,9,10280,4,5
65536,32768,12344,3396,8220
5,4,10436,2,3
4,2,10412,2,2
7,9,10347,4,6
65536,32768,11189,3520,7945
5,4,11185,4,7
4,2,10610,2,2
7,9,11243,14,5
65536,32768,11352,3447,7418
5,4,10258,2,5
4,2,10393,11,2
7,9,10849,3,4
65536,32768,11378,3445,7498
5,4,10551,2,5
4,2,10366,2,2
7,9,11432,3,4
65536,32768,11377,3605,7512
5,4,10119,11,5
4,2,10453,3,3
7,9,10097,2,14
65536,32768,10756,6597,7805
5,4,10793,2,4
4,2,10357,2,2
7,9,11104,3,4
65536,32768,11362,3860,7780
5,4,11890,2,5
4,2,10230,2,2
7,9,11412,2,5
65536,32768,10749,3478,6910
5,4,12023,2,5
4,2,10122,2,2
7,9,10352,4,5
65536,32768,11309,3400,7749
5,4,10112,2,5
4,2,11169,2,2
7,9,11367,3,5
65536,32768,11165,3693,7553
5,4,10513,2,5
4,2,10406,2,2
7,9,10430,4,5
65536,32768,12062,3586,7202
5,4,11508,11,5
4,2,10302,2,2
7,9,11320,3,13
65536,32768,10606,3409,7148
5,4,11929,2,5
4,2,10164,3,3
7,9,11368,5,6
65536,32768,11394,3572,7513
5,4,10149,3,7
4,2,10127,2,2
7,9,11253,6,7
65536,32768,12585,3786,7134
5,4,11015,2,5
4,2,10512,2,2
7,9,10470,3,4
65536,32768,10586,3964,6958
5,4,11616,2,14
4,2,11343,2,2
7,9,10258,4,16
65536,32768,11345,3888,7460
5,4,10236,2,5
4,2,10522,2,2
7,9,11328,3,4
65536,32768,11574,5192,7568
5,4,11404,2,7
4,2,10205,2,2
7,9,10315,3,4
65536,32768,10780,3353,7540
5,4,11318,2,5
4,2,10410,2,2
7,9,10389,13,4
65536,32768,11456,3374,7960
5,4,11831,2,5
4,2,10386,11,2
7,9,10261,3,4
65536,32768,10571,3292,7597
5,4,11130,2,4
4,2,11255,2,2
7,9,10990,3,4
65536,32768,11405,3430,7504
5,4,10272,2,5
4,2,11173,2,3
7,9,10058,3,4
65536,32768,11063,3354,7589
5,4,10048,2,5
4,2,10249,2,2
7,9,11329,3,4
65536,32768,11189,3657,8700
5,4,11423,13,16
4,2,10227,2,2
7,9,10319,5,6
65536,32768,11025,3447,7334
5,4,11360,2,6
4,2,10515,3,13
7,9,10176,5,5
65536,32768,10894,4078,6875
5,4,10154,2,5
4,2,10327,2,2
7,9,10186,5,6
65536,32768,10978,3322,7986
5,4,11990,11,5
4,2,11168,12,2
7,9,11430,3,4
65536,32768,10635,3890,6737
5,4,10470,2,5
4,2,10283,2,2
7,9,10851,5,5
65536,32768,11294,4008,7428
5,4,10775,2,5
4,2,11250,2,2
7,9,11486,2,4
65536,32768,10667,3452,7489
5,4,10251,2,14
4,2,10323,2,2
7,9,11051,4,5
65536,32768,11598,3413,7665
5,4,11068,3,6
4,2,10271,2,2
7,9,11291,3,4
65536,32768,11992,4101,7749
5,4,10328,2,21
4,2,10303,2,2
7,9,10292,3,14
65536,32768,11627,3858,6905
5,4,10387,2,5
4,2,10448,2,2
7,9,11370,4,6
65536,32768,11239,5590,7181
5,4,10243,2,5
4,2,11255,2,2
7,9,10575,4,5
65536,32768,11660,3588,7817
5,4,10881,3,6
4,2,10155,2,2
7,9,11492,2,4
65536,32768,11605,3629,7184
5,4,11446,3,14
4,2,10279,2,2
7,9,10478,4,5
65536,32768,11569,3414,7451
5,4,10285,2,5
4,2,10813,2,2
7,9,10352,3,4
65536,32768,12289,3677,7592
5,4,11002,2,5
4,2,11300,12,3
7,9,10194,3,4
65536,32768,11476,3567,7315
5,4,10521,3,5
4,2,11478,2,11
7,9,10263,3,4
65536,32768,11410,3555,7165
5,4,10797,2,5
4,2,10414,1,2
7,9,10403,4,5
65536,32768,11142,3280,8214
5,4,11833,2,5
4,2,11418,2,2
7,9,10147,5,6
65536,32768,11946,4768,6970
5,4,10487,2,5
4,2,10272,2,2
7,9,10317,5,7
65536,32768,12421,3863,7344
5,4,10188,2,5
4,2,10361,2,2
7,9,10230,3,4
65536,32768,11264,3636,7757
5,4,10865,3,15
4,2,10414,11,2
7,9,10377,3,4
65536,32768,12125,3614,7779
5,4,10852,2,5
4,2,11103,3,3
7,9,10421,6,8
65536,32768,11112,3659,7354
5,4,10467,2,5
4,2,10408,2,2
7,9,10332,5,6
65536,32768,10667,3629,7459
5,4,10096,2,5
4,2,10474,2,2
7,9,10051,3,4
65536,32768,10921,3369,7971
5,4,10802,2,5
4,2,10976,2,2
7,9,11547,3,4
65536,32768,10663,3371,8001
5,4,10794,2,6
4,2,11006,2,2
7,9,10931,3,4
65536,32768,12317,4323,6930
5,4,11808,2,5
4,2,10383,2,2
7,9,10300,3,4
65536,32768,12487,3782,7586
5,4,10889,2,5
4,2,10361,2,2
7,9,11400,3,4
65536,32768,10528,3488,7271
5,4,10558,2,6
4,2,10300,2,2
7,9,10316,4,6
65536,32768,11261,3647,7903
5,4,10715,14,7
4,2,10166,2,2
7,9,10278,3,4
65536,32768,11305,3886,7488
5,4,10962,2,5
4,2,10631,2,2
7,9,10405,3,4
65536,32768,10988,3642,7829
5,4,10444,2,5
4,2,10104,2,3
7,9,10419,3,4
65536,32768,12628,3524,7531
5,4,11003,2,6
4,2,10785,2,2
7,9,10167,3,4
65536,32768,10902,4010,11142
5,4,11721,11,5
4,2,10111,2,3
7,9,10275,3,4
65536,32768,11597,3708,7637
5,4,10590,2,5
4,2,12034,2,2
7,9,10390,3,4
65536,32768,10708,3270,7703
5,4,10527,2,5
4,2,10213,2,2
7,9,11335,3,4
65536,32768,10657,3207,7767
5,4,10691,11,6
4,2,11015,2,2
7,9,10333,3,4
65536,32768,10973,3272,7950
5,4,10562,13,7
4,2,10064,2,2
7,9,10422,2,4
65536,32768,10616,3823,7260
5,4,10370,2,5
4,2,10263,3,3
7,9,10844,2,4
65536,32768,11653,3820,7236
5,4,11033,2,5
4,2,11983,2,2
7,9,10286,2,4
65536,32768,10615,3814,7205
5,4,10991,2,5
4,2,10351,2,2
7,9,10219,2,4
65536,32768,11461,3867,7051
5,4,11230,2,14
4,2,10282,2,2
7,9,10785,2,4
65536,32768,11469,3629,7095
5,4,10228,2,5
4,2,10833,2,2
7,9,10311,4,5
65536,32768,12305,3479,7260
5,4,11616,2,5
4,2,10273,2,2
7,9,11358,4,16
65536,32768,10841,3510,7464
5,4,10228,2,4
4,2,11450,2,2
7,9,10366,3,4
65536,32768,10658,3563,8095
5,4,10243,2,5
4,2,10148,2,2
7,9,10320,3,4
65536,32768,10812,3925,7710
5,4,10669,2,5
4,2,11716,2,2
7,9,11800,5,5
65536,32768,11216,3830,7576
5,4,10418,2,6
4,2,10956,2,2
7,9,10557,4,4
65536,32768,12082,3877,7817
5,4,10847,3,15
4,2,10258,2,2
7,9,10815,4,5
65536,32768,11156,3308,9072
5,4,10814,4,15
4,2,11176,2,2
7,9,10924,3,4
65536,32768,10524,3279,10683
5,4,10970,12,6
4,2,10145,3,2
7,9,10235,4,6
65536,32768,11646,3757,7024
5,4,10304,2,5
4,2,10175,2,2
7,9,10937,3,21
65536,32768,11188,3554,7235
5,4,11578,2,5
4,2,10122,3,4
7,9,10908,3,4
65536,32768,10766,3648,7799
5,4,10666,2,14
4,2,10234,2,2
7,9,11952,3,4
65536,32768,11790,3637,7563
5,4,10635,2,5
4,2,10768,2,2
7,9,11194,2,4
65536,32768,11957,3489,7810
5,4,10932,2,6
4,2,10255,2,2
7,9,10427,3,4
65536,32768,11946,5680,7117
5,4,10892,2,5
4,2,11489,2,2
7,9,10502,2,4
65536,32768,10555,3719,6895
5,4,10553,2,5
4,2,10448,2,2
7,9,10431,3,4
65536,32768,12195,4137,6769
5,4,10372,2,5
4,2,10363,2,2
7,9,10291,3,4
65536,32768,10845,3637,7407
5,4,10229,2,4
4,2,10514,3,3
7,9,10220,2,4
65536,32768,11453,3496,7605
5,4,10172,2,5
4,2,11373,2,11
7,9,11246,3,4
65536,32768,12461,3462,7703
5,4,10177,2,5
4,2,10395,2,2
7,9,10370,3,4
65536,32768,12059,3899,6907
5,4,10733,2,5
4,2,10252,2,2
7,9,10511,5,4
65536,32768,11135,3640,7813
5,4,10684,2,5
4,2,11854,2,2
7,9,10431,5,6
65536,32768,12077,3658,6940
5,4,10852,3,7
4,2,11986,2,2
7,9,10119,3,4
65536,32768,10621,3837,7568
5,4,10812,2,4
4,2,10411,2,2
7,9,11390,2,4
65536,32768,11414,3839,6697
5,4,11814,2,14
4,2,10383,2,2
7,9,11364,3,4
65536,32768,10697,3444,6751
5,4,10058,2,14
4,2,11290,2,11
7,9,10282,11,4
65536,32768,10727,3629,7449
5,4,10246,2,14
4,2,11153,2,2
7,9,10193,3,4
65536,32768,10522,3790,7502
5,4,10068,2,5
4,2,10175,2,2
7,9,10835,4,5
65536,32768,10670,3667,7270
5,4,11025,2,5
4,2,10337,2,3
7,9,11837,3,4
65536,32768,11443,3424,7370
5,4,10420,2,4
4,2,11312,2,2
7,9,10150,3,4
65536,32768,12441,3430,7185
5,4,10557,2,14
4,2,11323,3,4
7,9,10956,5,6
65536,32768,11286,3930,8242
5,4,10203,2,5
4,2,10300,2,2
7,9,11131,3,4
65536,32768,10989,3710,7215
5,4,11526,2,5
4,2,10159,3,3
7,9,11393,3,4
65536,32768,12171,3328,6914
5,4,11143,2,5
4,2,10158,2,2
7,9,10325,12,4
65536,32768,12113,4762,7224
5,4,11479,2,5
4,2,10316,2,2
7,9,10074,11,4
65536,32768,11610,5087,7076
5,4,10449,3,6
4,2,10150,2,2
7,9,10227,2,4
65536,32768,11437,4908,7136
5,4,10922,2,14
4,2,10351,2,2
7,9,10236,2,3
65536,32768,12458,3232,6830
5,4,10885,11,5
4,2,10195,2,12
7,9,10339,3,4
65536,32768,11623,3612,7413
5,4,10213,2,5
4,2,11290,2,2
7,9,10354,2,4
65536,32768,11628,3709,7069
5,4,10210,2,5
4,2,10176,2,2
7,9,10458,3,4
65536,32768,11116,3331,7508
5,4,10578,2,5
4,2,10332,2,2
7,9,10360,3,4
65536,32768,10599,3705,7243
5,4,10349,2,5
4,2,10278,2,2
7,9,11054,2,4
65536,32768,11176,3342,8084
5,4,10835,2,5
4,2,10171,2,2
7,9,10933,12,4
65536,32768,11438,3259,7402
5,4,10715,2,5
4,2,10163,2,2
7,9,10101,3,4
65536,32768,11442,3260,7512
5,4,10532,11,5
4,2,10151,3,2
7,9,11375,3,4
65536,32768,11360,3329,8390
5,4,11507,2,15
4,2,10130,2,2
7,9,10210,3,4
65536,32768,11875,3178,8103
5,4,10970,2,14
4,2,11262,2,2
7,9,10646,4,5
65536,32768,11991,3298,8036
5,4,10886,2,5
4,2,11357,2,2
7,9,10323,13,5
65536,32768,11178,3881,7213
5,4,10137,2,5
4,2,10400,4,2
7,9,10221,3,13
65536,32768,12516,3323,7430
5,4,10254,2,5
4,2,10945,5,7
7,9,11929,2,4
65536,32768,11338,3463,7659
5,4,10143,2,5
4,2,11273,2,2
7,9,10456,4,5
65536,32768,11398,3533,9495
5,4,10436,2,5
4,2,10440,2,2
7,9,10340,3,4
65536,32768,10675,3382,7741
5,4,10845,2,5
4,2,10435,3,3
7,9,10202,4,6
65536,32768,10725,3676,7537
5,4,10976,2,5
4,2,10247,2,3
7,9,10169,3,4
65536,32768,11488,3428,7773
5,4,10190,2,48
4,2,10118,2,3
7,9,10178,3,4
65536,32768,11360,3473,8080
5,4,11894,15,5
4,2,12054,2,3
7,9,10891,4,5
65536,32768,12562,3396,7459
5,4,10465,2,5
4,2,10184,2,2
7,9,10969,3,4
65536,32768,11868,3350,7294
5,4,11587,2,5
4,2,10331,11,2
7,9,10168,2,4
65536,32768,11324,3466,7217
5,4,10663,2,5
4,2,10382,2,2
7,9,10210,4,15
65536,32768,11996,3455,7519
5,4,10442,2,5
4,2,10141,3,3
7,9,10875,3,4
65536,32768,12503,3688,7464
5,4,10322,2,5
4,2,10153,4,4
7,9,10921,3,4
65536,32768,11560,3285,7341
5,4,11545,3,16
4,2,10372,12,4
7,9,10715,2,4
65536,32768,11357,3489,7263
5,4,10493,12,5
4,2,10267,2,2
7,9,10656,3,14
65536,32768,11160,3557,7640
5,4,12005,18,17
4,2,11257,12,2
7,9,10827,3,4
65536,32768,11863,4153,7290
5,4,10854,2,5
4,2,10166,2,2
7,9,11397,12,4
65536,32768,10663,3945,7274
5,4,10955,2,5
4,2,10290,2,2
7,9,10388,4,5
65536,32768,12298,3622,6929
5,4,10692,2,5
4,2,10282,2,2
7,9,10255,3,4
65536,32768,11465,4916,7257
5,4,10130,2,6
4,2,10475,2,2
7,9,12036,3,5
65536,32768,12187,4305,7961
5,4,11534,2,15
4,2,10264,2,2
7,9,10205,3,4
65536,32768,10614,3379,6997
5,4,10325,2,5
4,2,10408,2,2
7,9,10459,2,4
65536,32768,11338,4611,6823
5,4,10563,2,5
4,2,11440,2,2
7,9,10333,3,4
65536,32768,10610,3444,7370
5,4,10153,2,5
4,2,10296,3,3
7,9,10557,2,4
65536,32768,11568,3713,7529
5,4,10745,2,5
4,2,10244,2,2
7,9,10378,11,4
65536,32768,10493,3389,7600
5,4,10504,2,6
4,2,10167,2,2
7,9,10278,12,4
65536,32768,10531,3129,8207
5,4,10712,3,6
4,2,10242,13,3
7,9,11840,4,5
65536,32768,10828,3189,7926
5,4,10895,2,5
4,2,10926,2,2
7,9,10986,11,4
65536,32768,11436,3518,8384
5,4,10439,2,5
4,2,11356,2,3
7,9,10058,3,13
65536,32768,11348,3737,7879
5,4,10696,2,5
4,2,10403,4,3
7,9,10533,3,4
65536,32768,11193,3462,8322
5,4,11391,2,6
4,2,10389,2,2
7,9,10754,3,4
65536,32768,11470,3252,7562
5,4,10379,2,5
4,2,10496,3,4
7,9,10138,3,4
65536,32768,10725,3632,8066
5,4,10450,2,6
4,2,10290,2,2
7,9,10600,3,4
65536,32768,11889,3347,7567
5,4,10628,2,6
4,2,10148,2,2
7,9,10118,2,4
65536,32768,12297,3450,7452
5,4,11463,11,5
4,2,10102,2,2
7,9,10347,4,6
65536,32768,11474,3465,7250
5,4,10262,2,5
4,2,10105,2,2
7,9,10982,12,4
65536,32768,11345,5473,8262
5,4,10267,2,5
4,2,11306,2,2
7,9,10195,4,5
65536,32768,10849,3518,7718
5,4,10170,2,6
4,2,10323,4,3
7,9,10200,3,4
65536,32768,11917,3442,7388
5,4,10230,2,13
4,2,10113,4,4
7,9,10124,2,4
65536,32768,11276,5409,7988
5,4,10741,2,5
4,2,10831,11,2
7,9,10136,3,4
65536,32768,10715,3444,7655
5,4,10917,2,6
4,2,10205,1,2
7,9,11122,3,4
65536,32768,10873,3813,7439
5,4,10883,12,5
4,2,10254,2,11
7,9,10186,3,4
65536,32768,10882,3623,7669
5,4,10057,13,6
4,2,10131,2,2
7,9,10288,3,12
65536,32768,11473,3677,7466
5,4,10120,2,6
4,2,10326,2,4
7,9,11181,13,5
65536,32768,11512,3824,7554
5,4,10535,2,13
4,2,10247,13,3
7,9,10170,3,4
65536,32768,10677,3420,7350
5,4,10521,2,5
4,2,11245,2,2
7,9,10980,3,4
65536,32768,10494,3328,8064
5,4,10188,8,15
4,2,10717,2,3
7,9,10409,3,4
65536,32768,11453,3761,7630
5,4,10907,2,15
4,2,10328,2,2
7,9,10034,3,4
65536,32768,10778,3283,7752
5,4,10100,2,5
4,2,10401,3,3
7,9,10136,4,6
65536,32768,11333,3438,8060
5,4,10803,2,5
4,2,10127,2,2
7,9,10129,2,4
65536,32768,10650,3577,7886
5,4,10538,2,5
4,2,11075,2,2
7,9,11627,4,15
65536,32768,10700,3505,8289
5,4,10701,2,5
4,2,11076,12,4
7,9,11999,3,4
65536,32768,10669,4641,8802
5,4,10948,2,5
4,2,10312,2,11
7,9,10294,12,4
65536,32768,12528,3792,7070
5,4,10295,2,5
4,2,10191,2,13
7,9,11029,2,4
65536,32768,11911,4110,7192
5,4,10081,3,6
4,2,10357,2,2
7,9,11159,3,4
65536,32768,11060,3662,7865
5,4,11634,2,6
4,2,10188,2,2
7,9,10546,3,4
65536,32768,11135,3293,7696
5,4,11020,2,5
4,2,11945,2,2
7,9,10430,4,5
65536,32768,12158,3425,6975
5,4,10997,2,5
4,2,10453,6,5
7,9,11870,4,5
65536,32768,11465,3462,7183
5,4,10491,2,5
4,2,10205,2,2
7,9,10304,5,6
65536,32768,11252,3273,7112
5,4,11001,3,6
4,2,10446,2,2
7,9,11361,3,13
65536,32768,11275,3348,7210
5,4,10827,2,14
4,2,10358,2,2
7,9,10229,2,4
65536,32768,10659,3436,7868
5,4,10500,2,5
4,2,10532,11,13
7,9,10681,5,6
65536,32768,11083,7181,10625
5,4,11021,12,6
4,2,10440,2,11
7,9,11031,15,4
65536,32768,10553,3293,6950
5,4,10790,2,6
4,2,10238,2,2
7,9,10344,3,4
65536,32768,11457,3639,7241
5,4,10206,2,5
4,2,10204,2,2
7,9,10323,4,6
65536,32768,11279,3268,7029
5,4,10994,11,5
4,2,10066,2,2
7,9,10372,3,4
65536,32768,11388,3405,7450
5,4,10411,2,5
4,2,10382,2,2
7,9,10080,3,4
65536,32768,11222,3588,7804
5,4,11977,11,5
4,2,11821,2,2
7,9,10290,3,4
65536,32768,12158,3245,7392
5,4,11560,2,14
4,2,10319,2,2
7,9,11411,8,7
65536,32768,11089,3248,7398
5,4,10659,2,5
4,2,10133,2,12
7,9,10099,4,5
65536,32768,12561,3187,7550
5,4,10246,2,5
4,2,10368,2,2
7,9,10244,4,5
65536,32768,11068,3615,7398
5,4,10278,2,5
4,2,10410,2,2
7,9,10633,4,5
65536,32768,11405,3617,7396
5,4,10334,3,7
4,2,10386,2,2
7,9,10583,3,4
65536,32768,10571,3352,7916
5,4,10280,2,5
4,2,10250,11,2
7,9,10455,12,4
65536,32768,10610,3157,7995
5,4,10840,2,14
4,2,10772,2,2
7,9,10185,2,4
65536,32768,12352,3372,9855
5,4,10996,2,5
4,2,10063,2,2
7,9,10618,12,4
65536,32768,11446,3638,7208
5,4,10108,2,5
4,2,11408,2,2
7,9,10519,3,4
65536,32768,10633,3624,7912
5,4,11742,12,5
4,2,10379,3,3
7,9,11102,3,4
65536,32768,12219,3445,8982
5,4,11500,2,5
4,2,10161,11,3
7,9,10184,2,4
65536,32768,11430,3607,7240
5,4,11109,2,5
4,2,11321,2,2
7,9,10113,3,14
65536,32768,11337,3809,7437
5,4,10792,2,5
4,2,11241,2,2
7,9,10266,3,5
65536,32768,11392,3744,7254
5,4,10330,2,15
4,2,10322,2,2
7,9,10226,3,4
65536,32768,11405,3537,7203
5,4,12036,2,5
4,2,10379,2,2
7,9,10203,4,6
65536,32768,12095,3453,7652
5,4,11149,2,5
4,2,10293,2,2
7,9,10439,3,4
65536,32768,11181,3403,7865
5,4,11030,2,5
4,2,11202,2,2
7,9,11231,4,5
65536,32768,11307,4776,7158
5,4,11789,2,5
4,2,10330,2,2
7,9,10834,3,4
65536,32768,10666,3572,7152
5,4,10556,2,4
4,2,10280,1,2
7,9,10336,5,7
65536,32768,11342,3385,7553
5,4,11218,2,5
4,2,11366,2,2
7,9,10352,4,6
65536,32768,10677,3312,7428
5,4,10648,2,6
4,2,10361,2,2
7,9,10379,2,4
65536,32768,12498,3282,7411
5,4,10639,2,4
4,2,10297,2,2
7,9,10390,3,4
65536,32768,11200,3650,7576
5,4,10265,2,5
4,2,10517,2,2
7,9,10691,12,4
65536,32768,11402,3444,7200
5,4,10590,2,16
4,2,10232,2,2
7,9,11103,4,5
65536,32768,11485,3628,7834
5,4,10789,3,6
4,2,10386,2,2
7,9,10595,3,4
65536,32768,11437,3433,7763
5,4,10934,2,5
4,2,11581,13,3
7,9,11048,3,4
65536,32768,11619,3455,7672
5,4,11030,2,5
4,2,11401,2,2
7,9,11161,7,7
65536,32768,12035,3556,7074
5,4,10630,2,5
4,2,11319,2,11
7,9,10219,3,5
65536,32768,11378,3849,7248
5,4,10334,2,5
4,2,10341,2,2
7,9,10414,3,4
65536,32768,12422,3400,7274
5,4,10604,2,5
4,2,10258,2,2
7,9,10927,3,4
65536,32768,11053,3199,7620
5,4,10569,2,5
4,2,10228,5,5
7,9,10863,3,4
65536,32768,12292,3554,7221
5,4,10275,2,6
4,2,11182,11,2
7,9,10282,2,4
65536,32768,12094,3282,7416
5,4,10352,2,5
4,2,10368,2,2
7,9,10400,3,4
65536,32768,11096,3764,7074
5,4,11193,2,5
4,2,11923,4,3
7,9,10408,3,4
65536,32768,10997,3474,7285
5,4,11363,2,5
4,2,11105,3,3
7,9,10206,4,5
65536,32768,12301,3425,7564
5,4,10255,2,5
4,2,10207,10,2
7,9,11076,3,4
65536,32768,11035,3492,6931
5,4,11686,2,6
4,2,10395,2,2
7,9,10194,3,4
65536,32768,11926,3570,7462
5,4,10931,2,6
4,2,11257,1,2
7,9,11258,3,4
65536,32768,10833,5230,7077
5,4,10591,2,6
4,2,10341,2,10
7,9,10157,4,6
65536,32768,11505,4630,6989
5,4,10135,12,5
4,2,10223,2,2
7,9,10088,3,5
65536,32768,10845,4002,7430
5,4,11842,2,5
4,2,11043,2,2
7,9,10330,3,13
